# ShortMsgKAT_r1344c256.txt
# Algorithm Name: Keccak
# Principal Submitter: The Keccak Team (Guido Bertoni, Joan Daemen, Michaël Peeters and Gilles Van Assche)

Squeezed = A6AB49683D851DAE9FF02F8678C88E3DD8E558ED97F241971803EA26CB335BF200E0FBF014E125F52726AC886CF70DC95F19B772CE4BC6F33A1E3705FCFFC3E0EE5804293419BF9A57E5482A7B60BE91E573D23C18E5FE13E22DF1E9DE8F46254E7628BB5471AC3F4DB90C906F331B8229B199FDAED5BF584BCADF79ED0FCDB493FE206DA0DBF7C5471692F4F9AB3D1C15E8933EE4698C3082BC4F55DE1DF7B3183CDD3BBC984A973C304801E367B34F5E48066797BC8D9C8CFC6234CD1A7CDCC1D436B000F832AE58DDEBFDD873EBAA78B46A560034BA1AAD7A55EC783D1E148793FE8A611D70227632D50250FD0735F00A4D4EAB5E5BFC2F6D4F1A8CF8FA74922D7AE2AD5A2B5A140C2BB1FD9C0AF2A3040BCECA0AED36A08959912C6822A3AB7E2D9B0D53A64DA82824A42538BDD4C1FD43ADB5F325D416A8A2B798C61D1A252EA1307A0107D4916D2767EB4A7CC6A200793B8E5F1E1E70D0D01488F7670EB33A3FEB8BC26F77F52293C2B6BFBE30F182C3E876CD0FC6D09B4CA4E7B952F2CF2F24A99355D354E058EE03F9AC2D3D0B79D19DC1CAA89EBBF74FD46F790296114A44C64F5252B9228D8D94CDA3855106B3DA716B3153BBBE992FD2DD9D96B1DBC613B03A6F153CE3D5AA98565346734AE5A83BDDFCDCE66AF3D8454980A755DBDAE68959C2C37D4228AF40FE742DEA21ED37CC53C7AC3C10F8FDBD7CEC5EB7

Len = 5
Msg = 48
Squeezed = A7B24DC7A34D2216A764F4690A68B090BF52337211FFBAB68806370048B6DF65C3AA04359CF4CB935ED612C77A8991BB34E3DD3C236F9EE6A19A1AD2E018121ED9C870D0A9906FB157EC56E08AA31529140C37976E094A518D94F5E60F38EB48678815208D8F6E04C2A6F7A1AC95EE704380EB6837406B006E493DB8F7CF6BBB7DA359D03639AC9331DBFF6B03DC5EAD82769723445ED7E8D46138A5B1291E46C002FE74CBDD2928CF9767F11EAB07A443FDB8E06F2E96DA8A4BF215782F394B2441C160FB859D8E2321C151824FB61DF51919CBF58139F2DE735691A238B725ADA19C18EC45E4F7A61B1C26393EE8555919D5744BEF3856842AE8DC825C160F756DFF5A23F0DD97BB30822A8C5CFC0A98A712F3D6D6EF7A3BE462D1D527A2227A0DC301EDC99E5071279F5DCBBDA6F4C088FDD3EAD8414B73B8E0C2B75AC1F3FFE73C972232F8352F307EE848D4C7877314A5EB46217ADC68CECC9E1D54DE6A5B01D228E55DBD740FDF58EE03BD8A283B3A4E771FF78E5655FA733F6CD9A5D5F177F80D0DCAB8D258FC7999A4058762CD677F609D2D408391722057E822956415E6D85D63242C5E6318CD66695F80E98A29805974004A6E1605AAB65292D08F0F553660A092850DFB65D4CD6430096156740D3C4A854A3EA8FEEB45D08786A7AD5B5364E23662C399297F7738A09E9B970F6BE591044A62BECD1DDCA494C481

Len = 6
Msg = 50
Squeezed = E3363B56C5927DDF5BA0B23CF04DD63FE05E127B5263A903CBD11A111E86747A83D6A721526D2B0519992D0FBE68F2990C36739C938ED1283CD0E86A4105DD5980105D44BE0648F2D3907FEEFB831DA11D4240248D64329BCDC8B76194BE43FF10CECA65F219CA69D61FAF647CEBC9F2BAC1611269736ED49EEEE5E7F0EF07FCDB628A19D34287F61AE879619138399082FA77D11BBEC0C0FB397BE6EE7E992D84ABA9E94D642EB5F78BE191B59B336E797283505AEB3608A663DC3A111D9DF4EA0038EADF191955ACCB3243422F519C6BAE4005DC16F90475A47FD72392876FC4F09177DFD0FB4BAD983EE3CF71DEC5608598A5829E746D5C768CAF017B6C0B0B29DF3654FC6705F69F03B38A96C7FA3B51ACD84DA083A01374ADEA7B99032B229DDCEB8F726F530ADDD14E6317AAEE1DA09D9B83A125D48291C8C7B50B88C1F40289FB2C97436C8941CB43A8DE1EC0A06DC9DFDA06DBE9911D4D1DD5274FEED5018C7543D4BEF37A5D98F73616AA8345EB67517AE2424FDB59F9972BF61DF8F3F375BE414EFB987C5DBB832FC27C828EF72FC85C8D941147BD72396C3B06497AD895589F6974FDC4265AB1AD86F81E51D5AED803C12DEB88AD90B82D4E86D2689BF1682D9679BDC3965E659A08A4EC28411FDB14B4EAC94FCA587DCC01BC82BC13ED5B95F9717891B6CC03C4918C24FE02BBBFB97D0882DC7EBF9F9780DF01

Len = 7
Msg = 98
Squeezed = 0D7C1BAF75E37725D225BF337391261F12C20DC29869F445CC8CDA1D03BA38A5C7AC6F549289FC2A4B3C8DB69E842D744DD6078BE70D51BFDABE87716B298A277204B8FF974FC0B904E84ECF047C356F20643996B5BA60C05A0CBC96616D410E6B924267E0381DE70430E0C2E4AA5FDFF4629FD243BC7AF7564F5F4B8B800B8A6DBA07D9EF1100DEE36A8F918D690E8747D5DF4D7480FCE0AA5DB4F1A52D70F270E4D4C3684461B0980CBBB62476427289B5E050C6F90D3962E89D23AE02A4172931C6C2C179085BA621AB890C71992971708D660DC732977DBF2EF2A755B02413B3359D05894A6B4B0744527105E512D25E9708A839A27500D5FB94D259B654D14CA665B30EC8238FB3DD6E338EB8DEF65755D988864E91CD04C1F81DE46907A3ACD53DB672AA38E9E10C6FED7179EFC4197C3F8825651EA7AEFF286B531625C650B6A56A341B0CCEAA12ABB8CA8AF4839D2AB62B44E3162EBB95CE08D07F972519E512B133FAFA9F8B99582CCFEACDBB17437AEDEAF807E822184773A5713A50C9FA46F43CD0D93D75970630473F5F34261D7717061A2EE158517C5BB223F8909A05B4F961F7E3063FBC724859D8279E9CA451893B0924A72A2DCB943F453F4C4BD3899F844C3454C4CF5E8B9F3D609703752267D539EC2A2CAEFD1F731980AF194B6860077D7BC15E7410D7014DCA8BF9D515B8460FA80EAE3E50169A89BF

Len = 8
Msg = CC
Squeezed = 30B4B88428445E62D65175ED5531244E08DC979BA85E96F9F99016A5D84C24FC67049D991E557408EE5B26FDED70344D9444258C367B49ADBF9E78C6EDDAFB16D84A58F2D0CBAA1D5711849C34283E883CB4C873E593E2702A7870E5F359C27C5B2CA4D65E578B6BF3B29ED01E4E871087F890D2BECA041989C12CFFFF7539F221E68CA2CD48AC41837AA80A04737A5E4C80C24669CD87082C2D341EA3AC4E17A2A48180B5B6CBAD435B92D0C6CEFCDDA906FD5D1345B9ADEA06735F6129A8F83BA4B4F9A5C238825F7EA7E8A2D3BA1AC6A1F6EC38C0A8052C578774A1B27AAE54DB9F101DC5F9CE7278009AD31D4491C7B9A7A2751040E0FE13D2322540BEABDEE81936F21E37D387EF99ED3DC886B7D5A962AD4D4A0176C8E9FEE1C6F12186654E24C84A8B8E12AC78DC99E440646CA81715823414CB2EA2E5C87DC4AB4F810EC4DCC0DE6C22841FD6967623B80D89888CE7015252355DCEBE2F4301AAFA7DAEE38B5E62DF32D526B873CDE117DA5F8D70521C9E95F480B82A2620D31A3EF1EAB7C98424D2A9F37D6B1CD8FE0EA79CD93D3812F3A8CC3EAE6D42C68036ABFD73C55014D41CA6D7B083B7343F5E35489273DF80AAE53EF727C51F7E3A89281C4A4F5EA78E64539AA899F91174DA1A34CBDC4F2AD823AB9E3CDBBDEA1F4C0B75EBE30CB0D705E0E6F8BF5AE61926879383AAABABF8EA1E30C908A87B0854AA6B

Len = 9
Msg = 9800
Squeezed = 4D4B6C31CF5BEA62252E82444C5A3F470B02E9AF8050AB8B6E1A1AA9D53ED1337A9972606C28A9780270E57E139215F478D4C6C9995507F98539C2E5F370CE5335628742D948D0D9E2499C162E48049EB101DEB7ED567A93BC5F15ADE89DD92D887882A124BCB71AC5355D3F230CDC541F010AB4BB1817239A5CE359A558D51801E2947A9FEFC4D959AF9120D2EE5512B1217C6BC52388D374B197A2ECAAB0E256AED034ACE5CE22EF6C3A4BDB2836A2D4980F93D88376E4870E937054A3D8646C0F464667CD3CDB5AE12344846EC387E5F54D279F4E8D65A8FB13DFEB3E69A371E5A7851ED8D7110FA513349EC7D963A8975148E6588366204EECE77BD8402D9606A71CD19238F9A239717BB2FAD0E3CDE261EFF0BFE2A002337DFFA36C3F80078A014309AAF7C7E40472BA6BDFBCDBBADC5DBEE69B8E7E1F5A6541554F66163E9004E0BDAE4EEE3039678EA4DE6C292AF604BDF510E9B71F12D1816D72A95F0195191CBFE1DFE29DFDD93B253AA11F5ABE95B53B660A70C5A69E7CF36622C5DA3516D5DCB4E01FA5E06E26C0FC72F2E06B3A52068B3E649B36C1DE57D214967B498BB83EC1574B793F99B08291B85120788B132DE59165B46B182096BC061C8113253F521A55D4189F26EF0080A53E9A2FB740EEE32D498446E58574C368AA1C881AE968A9ECB4B30045FD470BE2124B251F891A05EA976A830568B5F8293E

Len = 10
Msg = 9D40
Squeezed = 1FF2EDA8ADCF67F2A393BA36D2FCB3F80E4608DC1F85296790FBC295BEF9E605B0E68FC3F2FB80C6BD1BC2745FABC9741775CA1B7DE9758C10CF3F99B8EBCE114C588DEF1CFC156F4BFD6B5046B1E307C0E27787D6074D12BD059B94D5D17C4C94253AE00813D89B32960ADA0ECDB96AF5722BC2DE1BC190D155DE2430032FCAE2F2742FBA9026773B2CD2751B0CD88AD4330B8DFCC59B55AC34FDDB14EE8B311B7A690C1A4A4A278A98853C6FAF8B9AB99926BB6F9DFE69F114DCC5091FCDC9AC96093A1D81ADAE6E592B5F1C96918D0C4BB169399A80F9781DFE20320FB55A045772AA896E554DCC45E80CD58F0F5BDDBCCD44C35405936E8AEAAA6581DE83FEFE63545DA4607F0A7191BAA27718A1EEC23303F23F9DABAED717C895B84BBB8DF61A0060F47D13868CD617FC084060B30F43E4A6522C115B7B0173AAB88211A81282F5545736AFE693AAF26278A45C5A9F5C5E81750805E6064BE5B7AA21729B7A2512EAB985FD6E5B01A8A78B0D82702F9DFE30D69ABEFBFBC60F1A6C72E0774545079D3F502D615D3E030E29D63C9D0F82B785EE14E6749FFE2FF1DE849681C53510B1557E414AB4516800A2532DCC16814BA8A2CE98B0CCBF1082E389CD41A22B423D4835DFCC1196B3415CE05BACA9DBDF77322ED1700332110787E11E72419A87C6652859CD7E06E4B51FBD27917C29E1DAE86D057C1B609E98F196DC

Len = 11
Msg = AA80
Squeezed = 3F786B0E2EA25DE948046231391B4EB280E1E3FED9B63B564C3A69716858F457C1B95B5F11E259D1DFC60995DFB3189F7A9D68BF04DC74B28031959CDAA04D5B81876C649CD4216BA807C77119B91F61A98341ECEDAC46DEBA5E24019498063DDFC216FEB9736EA2DF1593A220C58EB709FFF71A6E388B0BF219E789790C7E9C42F433B006490CBA61F8E37E3DE153F91C0413F80866CF11A9885522F87D771B5480280840192B7B08D5D74CDEF6C9D20D9D0A9A5A8447F8B63816EB51E9ACE01829CB8C74457D7A292B2BD1B789EA57D21ECAB0A45C4DA2B4F6E42F7394D9556A75826EDEAD1CA8B8523630E901CF30B9618D32696FB7D2C161984E38E56D84CDE2655DA7CAFE569ECD8E16E89BAC6C51C27D720744AAEE27980EFB2E60B749900DF76527A45BBA3948A6AA5781AF65662CAEFCE1E30EC58DBDC7CEBAB7099E2CC80E76796069B1A667A0B741B96B21B576D9AD3F3C7F42FAF19FFCC0EF88D1BA6CDA9DCA6F888C3C63514980BA00755A1066FBA80C2A8558F0CBBDCFFABBE8F52E744A1F6359959B261ADABE69972D68C8419390D2771AAACC30C5ADBC76D0DF1A9CE2033F559FFBF6DC3B59D1750962BB2C42A61A4867C10D65A91463160E5F8E282E8078E2D59F46F79D63A0D50406B9181C49C6D590C0C8E1805FF29D3AD569EE74A3B264FA7118DFC6A2D29A1CA30E0187DDCEAD999794280F87BC7D35

Len = 12
Msg = 9830
Squeezed = FED2A0691AF8EDA80E17C085E6C375B626C93AA4CFD0F1DAB06E1819E79985E015F545DB4FB179302295285F74BC28815560E986E4938D472E77FC948B3F99A36FD3FFAD446B3D2E3C165D3F5FDC56CE8143753E575C846532F8789BACEFEF689AB68176E28425D29AE5046C3D867207025177CB777EF50FF9D63957A328C06D0A253DA07204C0D6199493464222C11F000F0832FCFFEDA7C2C05A046C6DFCA2E8264C7967506552DF8E0A8A315DD8373B7624F89528D98CD3CB9964597E32928B82C1AD55DC4A6E17030B6E4B2C63CDA66C6975C10A1D574834A15983AEFC78EFFB86838E6F2A92D904D364B3CACE90416028ACB2D5CF18C599EA3454938CF9A7D0FDDB43033041B90C0E4CF4FF69B06AEA08BD0FC49C5CCB46479215F6497447DEDE4319C7DCA21AE1617FE2320EC2FA4DAC6B62AFEFBDC6AEB98837C5D2305F5A2E2108DAC4F3BC9E61F356528F51D93B2F3472E663874AB3E9D3FBF803747603AF7454B29938DD8FCF6BD9FF0F39FD0F78399DEB205F3A8D2EED86017E2F7E9B7F4F2886712F784E99BE5DEC24649E84A9E0131E861F2475DC25BD13E1D8140BD1119F830CB78AEC370E37D2C6D78FAD4882B72F3DDA862D59939A520395F5DD788037E9B13FD6C552B8AF62D170A228AE06792C67F6929E678938B4FF5998FB6B9F7913B18C2181520C91A31A1B892FD47D9720956F401E017775CA36E2

Len = 13
Msg = 5030
Squeezed = D73D040FF2EFC8B0F3407A804A12E5838A6192EDA04A4F3C5CD4FE45E5A6001A7B1CC8D3E4F30672FBC2EEC3BCA100BC5D5562F68F204152834F1D10B779ECA0A526A9E077F928C3775C48C8B913693D6031573AFCA57F6DE0D7E0545A6F60427028EB83FB16644E58B7401328CD12E1CE027098ECDEA6F9CCFFE420A702FCE5A77E9475478081D73906576751D4325E72F14CC437DA726C8773699903CC8CAFA07CCD0E12CC31EBBD4F4D8885298889B8EBF48480B9626361EF648E6ADF2E4B682F09BB97273138C5550AFAEF23059FB43A603FE313E7AB3CF2B3ED79DC5C255D5ED62287D61582DFBC82E89A891B277388EF668844AD69BD6AC84EA329205EF21767057A8EBC3EFDB8423BB73BF509C7F94B3DB75B5CCAC84261944416EDAAB47D56AA1F8135CE0AB6F95EA200AE0F847F44BD728A35164665A601DBB7C3430793EFF395CC998891E9E545DF76A28694F7E0BBC2C2680A81D3C41A0E700BB75A612A56A85D07078C53993A81FCA4F4D3701208D1D89D4D35F5D5C9103FF0CFA4C9CAD3D1E41A280555B232193EDA38233F53BB0F959A0271B7838B2431569B0EF605FE411120B08BD0013A9412A8A82CA3AADA44148EC1367105BC187C5F358C008C5AE878228D5DC7319B79121857E2E691BDD3A3AE10D251A7B300268AA76D7C5607395C66BED0110CBF35B6E642436A60A97AE61E33D156291B4B08DC53

Len = 14
Msg = 4D24
Squeezed = 579BE0663003EFD1859185D8C5352A693D884FC072E4FBC32DB2676C819FDFCA0DC9BD2FD2079E2709C83B93078B4B193B04E2BCD541A2B300BA8F99582ACBA6A160797DE3D7644D7CF29869E60539DCC45D28E0BD9FDE4C592D5BC45887B6DC9C0565F291F0DA43586D210764D92F413E19D69B307E604F323144EC3DA7F7A2BA9B4F77FA7D67154CF0048C443BD762D63F76B8F6BFAF460A4739D3BA18DE34AF963DA7431B09B9DE3331BDB23E69E36A504362D360A1F4A2F7999FFDB4E697BDEBDB24C4D8F8D547AEB33601FB311F4B63C4EACE1A3E77CD4AC27213CFCD1A27814462BD27CB3B91188F23785543802068231BA2896E6CF41201ED1AFCA86C4335B38F54573FE7B2ECD0B3098DB6969C4FAC4382936B17891FDBC3EA7B55D83AE57E9E6DAD991A83F355A64EE1B686380EF81708B19864D9EB181B7C71025C3AB7471E66C56E40EA353C59B9D0405AAC73519E70A945BFE145ADFF2DB5D088F1FFE3DD97DFDC6096455AAE430A102DEAEFEACE7849FD7AA75D1768DBCC6AEE0EA629835FF064ABDD1192805FDFB6886D37C9328712A04844FDB854CD5FFCED93CA43EA1A62793474B62DFD9A9E13E5D658EABA7FA5570CFBF0122BAB2E3C0BEF8D64336D1FB1EE808A42BBB5F514AC0CD9ACD0968FC4C1BFAAFE8267F81D5B3355784DDE0367E218C31A73252E742292F882A413777BCCA7D6AF1844661B05

Len = 15
Msg = CBDE
Squeezed = 1E878BF5950ACD70579B9D037F6423AB6AE535B5DD8CF040B29527A7F7E5A58971E4CCC1CDBBBA18D4883BF218395A6BB88C2DED686C3CE75157BBAD2C2C9055C0EDD6D81877E110A935100E2EB28936C739979F565D339E334782EDD21DA1B90BE03598C3B66BCB82D8166F826A8E4F511319DECAB01159F40CFD65FA32E9F0B6991C8EA69848675112A9325F326982E4A37D9E55C1D95416C7C186EBA58062B6A7859C0122AEBC9947F9650245DF9814FB7AD2E4B2E35EC6726C332DC56622244AD4C59AFA2BECE8E4E8BDA598EF8E898A0D3A93D1A662EA9649688CCE058807568FFB590B1D2BD3979732B66E7DF7A0590DBE686056903F6CE077A325A3800216519D9EF6903B193FDF7503357690DF80DFD574D1D04D37558DD365C43A396C65DD96C8D47748EF921365ECF886C4AC36DF9213D82BD4AE1BD68BD134E693FD1883A52BF3A7B83E8FE464AE1EADB8558DBAA08424018EA6488B5F27026E779A30E27BFDB7D51E83AF8F77A6DD6949211E3327E9110ED738DF9E5DE124BAEC32149628880D8FF3DFDDE83C7185ECC1A3A4433D181B2B9433E01A87743747C6D8A133C4791B54AB91B711524DB09DC759456F81E703575467EE5C4784BEF3EFCF6355298CCF6E20EA38B169143C423C5C2B535B45C187AC4AEC9D9115E6412880D8DFD13B43EFC97E4FEB7E6E3EA5F8999F1BC9CC768EEEF2C1EA258BC88160

Len = 16
Msg = 41FB
Squeezed = 669F067D200593940229FE960741A554CD2CDAAD0794A38CADF13736B18566BA0864A0C9548CD0D116256F0ABE13F3F88435DF9C470E8815FAD870A73E27C58BB27E90BED375D372AB3AC81397068CD5F08061A9E3FC82F96F7BD5A50EF371E3CC43DCBC0B4696AE7A0E95A366CC2D435D932901FF624A764FBDA85CCE184589804E7AB7CDDC1813958B82F552B5914EB9C5CFA03AE63B29B7360C8357D57B8BEB46C6D5FD91DFF614484BA3D8E793A7F9BAF5CC149FC698A7DD6FDBB58C12A2243A2E5E11E211ACBA78FBE3845BC0F970F21717CA6EDB6A1EAC954E0C51D2E9E5C04AC44899D6FA27049EC02FDF07122344BEEDE207BEE0A689E44CDA1F1C473EEAE9FCB3DFCEAF2876D34C761E45885FDAB270C72F64E32D8C83E6088985037B945D32D95FE3B3474CB20EA34E1D51A5CBB5B42DB22B11C018F9CB6E8F24D971CA46A847607FE24FB2F4859387AE0654B8DD529F994817E9B06C1D8B12EBC4F30376C44E077BD2E121FE3CB9D39E5060E4BAFCFE59D8C96F2862382E25587371D4E59FB25174D26BBD54DD5E3EFB0CB2A7F64E042A622E67AB841CBE97C5C4F438A9D9FD383DC2A78A185C91644C159CCEA33DBFE983BC2470324BD44C44CB886787534E4541CB5B255541DB5F847DD8820948479F40D4559849FBAC307D08A142EC6AB6CE43D8D5CB458151EC0EF678FE19C37E2777D0C4DBA57ACE0DFF93

Len = 17
Msg = 4FF400
Squeezed = 6009EA1EF3D0694255D34D80E3A929CB2E328DE2A7D8BEF04339B0FEB45E7D50AC1169C77CAE89E59516E22EB5AD3045CB64D2A3A4B536F4CD203F594CCD7B58C7D917DC077E96BB877C41C9DCBBACFA5B8D1F41BA2C95DAB39327C1AF5CF80D3864A9C0582A73EFF5FB2C1D5BAA0C29BA280DA455E64A501DF3206DDB0E7E16D31829EAD602DB233028162AF8791A6A64367EB965F15B184D1DDD4E7352D4A845282053DC52675D4E2D9EC3290A1A93F36162BCA563FBB8545609C8119FA06BB4CFC6A81C421320FEA0A92E9FC1B2A089A91BA19742BE48C4C20F275F0DC5F955C10CA7E973968BD832DE369A1B71394C98F65D38AC42C7F2CDA5330C34B36E974E2F5A2C247E21D8980A8DDC1A46255672D724CC3C8775AFC1212717ECC61AC77674FDD490D22F4D84D5C28E878F1CCD8F031209839537C1A4060E924B2BB4CF4AE21D03B4882EAE8BF5430F6E970BA04E6C8417A08104C0E1FAB429B19D0728337D27920CC017227908C56764574720273CAEE81B3A239C72E2E3B63159839183A536034BB10E153AC532E00EE4B7D55AD84B96E59828610E9CF0867583B8C2CD555E3D423460CBC42C2C6E60D45548285CAB856BF69BE1E7543CD1494073C54094C8628EC7AFF07034F32580DC86FFEA480D06118785B6F563C73E8A2E765B7620DD2A7EF8DC7C7471AC8D70FA0E758F748428629539C4DBA2C0705C61A4

Len = 18
Msg = FD0440
Squeezed = 17ECB05F7DDCCFF61FE2FD323AFEB158B268AC5E0A82ED8A4F4B91699BF09C00181C48B1F15180BA5232EDB78AEDAD0C60D36133888441E7B25A1656C532BF7EF7FEC58CD168E617CB1F8CE0BF90E3E18E5789425782AD7C724FE70CD22821E10FD0812817C36113389B8BC2BCCF621796557A223CCF465C3D68C220AEE1386C4C7134FF63AC78CF2166C49962ACC6D1B57E6D6785644A99EB01BB6A5B12C8EF72AB1F83003765232692173625AE1F998D6EC8C10E887B2061CE5556312A161B8BF3101BFEBC42F0C8D6F67D97F1599695FCCDB7F3CFFE05454EE527A0A60984C4B820E1CB3990E0332F0DCEDE89F614E845B0B6C40D04D422A604D9B6F9DB1084F7C7F2F0D91C9553CD1F2ADD8EB06BD9A44650FF0A5D90705ACF60D6E8878BD692B187645018496253EF9E4590CE503B63EEC6E0314DEAD2FC1C9E6242AB5CA885613225CF287DDE3D263C9529D581561910A55E2B8A956B17613B0FAF49B9EE4D3CA8FA03DC07792B492BBD6485BFE5A2B105518BA28E93891D31A596241C7BBF5CFEC0DBC6546EEB454C46E373E0938FA50D1EB009BFAAD539E9C35081161304ABFE1EE58575A8C0BB27EADA5E639B54218D12E35A7DFEE7B11A5C002083D2396495765B1B07C28286C836AC524B184B9DC98E469D80D6EB20BD59A3E33EA3CC48C0967AA78DA07BC90E2877DCCB679C8E8430C73ACA1BCFCC9492C8B17D

Len = 19
Msg = 424D00
